Artifact Name,Artifact Id,Date,Status,Details
Registration,68c30969-f7ca-4ae5-9a04-84c0c412dfb0,2013/07/23 11:55:47 AM,Message sent,
Registration,6428718b-aca7-4be3-8268-2a63a8ff5fbf,2013/07/23 11:55:48 AM,Message sent,
Registration,92e2b588-dfc1-4ba8-9897-a595c0c463ae,2013/07/23 11:55:49 AM,Message sent,
Registration,4f505f2c-6662-4d5f-8360-64c4d0bd51dc,2013/07/23 11:55:50 AM,Message sent,
Registration,fe3eca05-e4a9-40cc-bead-00e20aeb3c49,2013/07/23 11:55:50 AM,Message sent,
Registration,e605b4bc-11e7-4336-ac13-15fbcf179f7b,2013/07/23 11:55:51 AM,Message sent,
Subscription,16608ebd-08be-4789-9916-e9f058a1e982,2013/08/22 12:09:46 PM,Error Detail System.Net.Mail.SmtpException: The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.5.1 Authentication Required. Learn more at
   at System.Net.Mail.SendMailAsyncResult.End(IAsyncResult result)
   at System.Net.Mail.SmtpTransport.EndSendMail(IAsyncResult result)
   at System.Net.Mail.SmtpClient.SendMailCallback(IAsyncResult result),
Subscription,4ffc768a-169e-4828-af9f-6ee31c5a3501,2013/08/22 12:12:52 PM,Error Detail System.Net.Mail.SmtpException: The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.5.1 Authentication Required. Learn more at
   at System.Net.Mail.SendMailAsyncResult.End(IAsyncResult result)
   at System.Net.Mail.SmtpTransport.EndSendMail(IAsyncResult result)
   at System.Net.Mail.SmtpClient.SendMailCallback(IAsyncResult result),
Registration,a7ff0d27-c39d-4a70-8aef-82dd1c893dac,2013/08/22 12:38:43 PM,Error Detail System.Net.Mail.SmtpException: The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.5.1 Authentication Required. Learn more at
   at System.Net.Mail.SendMailAsyncResult.End(IAsyncResult result)
   at System.Net.Mail.SmtpTransport.EndSendMail(IAsyncResult result)
   at System.Net.Mail.SmtpClient.SendMailCallback(IAsyncResult result),
